,container,first_date,first_location,first_status,last_date,last_location,last_status
72,MNBU3003373,2019-04-11 00:22:00,"Guayaquil, Terminal Contecon Cgsa
Guayaquil, Ecuador",Gate in,2019-05-12 00:00:00,"TIS
Yuzhny, Ukraine",Gate out
73,MNBU0014374,2019-04-12 19:53:00,"FARBEM NORTE
Guayaquil, Ecuador",Empty,2019-05-11 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
74,MNBU0046812,2019-04-15 08:35:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-01 00:00:00,"Apapa Port
Apapa, Nigeria",Gate out
75,MNBU3078217,2019-04-11 23:27:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-14 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
76,MWCU6733649,2019-04-11 21:37:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-10 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
77,MNBU0296637,2019-04-11 23:25:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-06-01 00:00:00,"Khoms Port
Al Khoms, Libya",Gate out
78,MSKU5962722,2019-04-12 08:47:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-05-27 00:00:00,"Nelson Container Terminal
Nelson, New Zealand",Gate out
79,MNBU0391320,2019-04-12 00:46:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
80,PONU4513012,2019-04-16 22:39:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"Jebel Ali Terminal 2
Jebel Ali, United Arab Emirates",Gate out
81,MNBU3773630,2019-04-11 12:13:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
82,MWCU5276384,2019-04-11 11:43:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-10 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
83,MRSU3755408,2019-04-15 18:28:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-04 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
84,MRKU5877721,2019-04-15 18:16:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-04 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
85,MSKU0944794,2019-04-15 17:23:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-04 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
86,MWMU6440131,2019-04-10 21:15:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
87,MNBU0067203,2019-04-12 03:06:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"SP-ITC Port
Ho Chi Minh City, Ho Chi Minh, Vietnam",Gate out
88,MSKU5535269,2019-04-11 10:09:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
89,MNBU0186711,2019-04-11 17:28:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
90,TEMU3503299,2019-04-10 08:53:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Qingdao Qianwan Container Co Ltd
Qingdao, Shandong, China",Gate out
91,MNBU3455650,2019-04-10 16:39:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-12 00:00:00,"Kaohsiung Hanjin Terminal Pier76-78
Kaohsiung, Taiwan",Gate out
92,MRKU6246741,2019-04-16 17:05:00,"Contopsa Santiago Depot
Santiago, Chile",Empty,2019-05-16 00:00:00,"Napier Container Terminal
Napier, New Zealand",Gate out
93,MRKU8608480,2019-04-12 16:59:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate in,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
94,MRKU7769921,2019-04-12 16:52:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate in,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
95,MNBU3041970,2019-04-11 09:29:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
96,MRKU5838725,2019-04-17 11:06:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-06-04 00:00:00,"Manila Intl Container Tmnl North
Manila, Philippines",Gate out
97,MNBU3464694,2019-04-11 19:11:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-06-02 00:00:00,"Dammam Terminal
Dammam, Saudi Arabia",Gate out
98,MRSU3789239,2019-04-09 10:40:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-28 00:00:00,"Manila Intl Container Tmnl North
Manila, Philippines",Gate out
99,MNBU0382988,2019-04-11 12:58:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-19 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
100,MWCU5257131,2019-04-15 18:45:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-09 00:00:00,"Dammam Terminal
Dammam, Saudi Arabia",Gate out
101,MAEU4174733,2019-04-12 17:55:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-10 00:00:00,"Fremantle Patricks Terminal
Fremantle, Western Australia, Australia",Gate out
102,MSKU5991485,2019-04-11 18:36:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-04 00:00:00,"Freetown Terminal
Freetown, Sierra Leone",Gate out
103,MNBU3282093,2019-04-16 17:30:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
104,MNBU0140602,2019-04-10 14:48:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
105,MNBU3494955,2019-04-11 18:50:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
106,MNBU3604081,2019-04-10 09:12:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
107,MNBU3903945,2019-04-15 19:37:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
108,MNBU3673950,2019-04-17 16:44:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
109,MNBU3303940,2019-04-17 21:11:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
110,MNBU3138635,2019-04-16 21:37:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
111,MNBU3073940,2019-04-10 12:55:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
112,MNBU3781657,2019-04-17 18:28:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
113,MNBU4045780,2019-04-10 17:35:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
114,MWCU5297643,2019-04-11 15:42:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
115,MNBU3822355,2019-04-16 21:58:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
116,MNBU3234182,2019-04-17 12:21:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
117,MNBU3798285,2019-04-11 15:42:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
118,MNBU3316172,2019-04-10 16:13:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-19 00:00:00,"First Container Terminal FCT
St Petersburg FCT, Russia",Gate out
119,MNBU3132869,2019-04-11 14:50:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-15 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
120,MNBU0222505,2019-04-10 15:04:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-18 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
121,MNBU3399135,2019-04-17 16:52:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
122,MNBU0492136,2019-04-15 20:34:00,"Sitrans Curauma
Valparaiso, Chile",Empty,2019-05-22 00:00:00,"VADO LIGURE Reefer Terminal
Vado Ligure, Savona, Italy",Gate out
123,MRSU3160647,2019-04-10 12:16:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-18 00:00:00,"Batam Island Terminal
Batam Island, Indonesia",Gate out
124,MRKU3784717,2019-04-13 12:02:00,"Alconsa Callao
Callao, Peru",Empty,2019-06-03 00:00:00,"Leixoes Terminal
Leixoes, Portugal",Gate out
125,MRKU9160533,2019-04-12 17:10:00,"San Antonio Terminal Int. (STI)
San Antonio, Chile",Gate in,2019-05-23 00:00:00,"Hanjin Busan New Port Co. Ltd
Busan, Korea, South",Gate out
126,MNBU3941170,2019-04-16 16:17:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-25 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
127,MRSU3410387,2019-04-13 11:10:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
128,MRKU4074216,2019-04-13 11:10:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
129,MRKU4769933,2019-04-13 11:05:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
130,MRKU5621560,2019-04-13 11:10:00,"SVTI CFS
San Vicente, Chile",Empty,2019-05-26 00:00:00,"YANGSHAN, SGH GUANDONG TERMINAL
Shanghai, Shanghai, China",Gate out
131,MSKU9220444,2019-04-10 19:34:00,"Contopsa Iquique
Iquique, Chile",Empty,2019-06-19 00:00:00,"VIP Greenport Joint Stock Company
Haiphong, Hai Phong, Vietnam",Gate out
132,MNBU0157098,2019-04-10 14:37:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-05-31 00:00:00,"DCT Gdansk SA
Gdansk, Poland",Gate out
133,MNBU0200960,2019-04-10 09:39:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-27 00:00:00,"Douala Terminal
Douala, Cameroon",Gate out
134,MNBU3026450,2019-04-11 13:49:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-25 00:00:00,"Onne Port Terminal
Onne, Nigeria",Gate out
135,MNBU3099441,2019-04-12 17:05:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-06-09 00:00:00,"Dammam Terminal
Dammam, Saudi Arabia",Gate out
136,MNBU3478790,2019-04-12 18:21:00,"Contopsa Talcahuano
Talcahuano, Chile",Empty,2019-05-26 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
137,MNBU0031664,2019-04-16 17:43:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-17 00:00:00,"Uniport Multipurpose terminals BV
Rotterdam, Zuid-Holland, Netherlands",Gate out
138,PONU4985636,2019-04-16 21:58:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-26 00:00:00,"Jeddah Red Sea Gateway Terminal
Jeddah, Saudi Arabia",Gate out
139,MSWU0106004,2019-04-16 22:02:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"Jebel Ali Terminal 2
Jebel Ali, United Arab Emirates",Gate out
140,MNBU3157086,2019-04-16 21:52:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-30 00:00:00,"Jebel Ali Terminal 2
Jebel Ali, United Arab Emirates",Gate out
141,MNBU3463173,2019-04-17 18:10:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
142,MNBU3949571,2019-04-18 01:32:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
143,MNBU4008981,2019-04-17 18:23:00,"Contopsa San Antonio
San Antonio, Chile",Empty,2019-05-21 00:00:00,"Delta Container Terminal
Rotterdam, Zuid-Holland, Netherlands",Gate out
144,MNBU3867410,2019-04-07 21:29:00,"Alconsa Callao
Callao, Peru",Empty,2019-05-11 00:00:00,"St Petersburg, Petrolesport
St Petersburg, Russia",Gate out
